epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1203.33,0,90.3302,0,0,0,0,0,0,140.398,0,0.000552299,0.000552299,0.000552299
2,2437.41,0,45.2576,0,0,0,0,0,0,50.063,0,0.000998277,0.000998277,0.000998277
